FID,knooppuntnummer,regio,provincie,puntid,last_edited_date,soort_knooppunt,wkb_geometry
wandelknooppunten_vrij_wgs84.164,38,"Duin, Horst en Weide",Zuid-Holland,177619,2019-11-20T11:13:34,knooppunt,POINT (4.412198929000056 52.149986280000064)
wandelknooppunten_vrij_wgs84.165,10,Goeree-Overflakkee,Zuid-Holland,177894,2019-11-21T09:10:13,knooppunt,POINT (4.396004373000039 51.70165049900004)
wandelknooppunten_vrij_wgs84.166,60,Goeree-Overflakkee,Zuid-Holland,177893,2019-11-21T09:10:13,knooppunt,POINT (4.0372762570000305 51.82100946500003)
wandelknooppunten_vrij_wgs84.167,41,Goeree-Overflakkee,Zuid-Holland,177892,2019-11-21T09:10:13,knooppunt,POINT (3.9337661750000734 51.82694772200006)
wandelknooppunten_vrij_wgs84.168,41,Goeree-Overflakkee,Zuid-Holland,177891,2019-11-21T09:10:13,knooppunt,POINT (4.180683956000053 51.73873013700006)
wandelknooppunten_vrij_wgs84.169,40,Goeree-Overflakkee,Zuid-Holland,177890,2019-11-21T09:10:13,knooppunt,POINT (4.171627816000068 51.76082620400007)
wandelknooppunten_vrij_wgs84.170,50,Goeree-Overflakkee,Zuid-Holland,177889,2019-11-21T09:10:13,knooppunt,POINT (4.162257673000056 51.71187995100007)
wandelknooppunten_vrij_wgs84.171,70,Goeree-Overflakkee,Zuid-Holland,177888,2019-11-21T09:10:13,knooppunt,POINT (4.122320991000038 51.757854749000046)
wandelknooppunten_vrij_wgs84.172,84,Goeree-Overflakkee,Zuid-Holland,177887,2019-11-21T09:10:13,knooppunt,POINT (4.291521534000026 51.70369162500003)
wandelknooppunten_vrij_wgs84.173,10,Goeree-Overflakkee,Zuid-Holland,177886,2019-11-21T09:10:13,knooppunt,POINT (4.146612896000022 51.75462401800007)
wandelknooppunten_vrij_wgs84.174,12,Goeree-Overflakkee,Zuid-Holland,177885,2019-11-21T09:10:13,knooppunt,POINT (4.150536321000061 51.754734675000066)
wandelknooppunten_vrij_wgs84.175,20,Goeree-Overflakkee,Zuid-Holland,177884,2019-11-21T09:10:13,knooppunt,POINT (4.169471452000039 51.76148063200003)
wandelknooppunten_vrij_wgs84.176,30,Goeree-Overflakkee,Zuid-Holland,177883,2019-11-21T09:10:13,knooppunt,POINT (3.9293887090000226 51.80433056600003)
wandelknooppunten_vrij_wgs84.177,20,Goeree-Overflakkee,Zuid-Holland,177882,2019-11-21T09:10:13,knooppunt,POINT (3.918044099000042 51.80258691600005)
wandelknooppunten_vrij_wgs84.178,83,Goeree-Overflakkee,Zuid-Holland,177881,2019-11-21T09:10:13,knooppunt,POINT (4.103320755000027 51.74909545500003)
wandelknooppunten_vrij_wgs84.179,88,Goeree-Overflakkee,Zuid-Holland,177880,2019-11-21T09:10:13,knooppunt,POINT (4.10638301900002 51.762343068000064)
wandelknooppunten_vrij_wgs84.180,59,Goeree-Overflakkee,Zuid-Holland,177895,2019-11-21T09:10:44,knooppunt,POINT (3.981803452000065 51.83668904700005)
wandelknooppunten_vrij_wgs84.181,17,Goeree-Overflakkee,Zuid-Holland,177878,2019-11-21T09:10:13,knooppunt,POINT (4.190669656000068 51.77205511100004)
wandelknooppunten_vrij_wgs84.182,42,Goeree-Overflakkee,Zuid-Holland,177877,2019-11-21T09:10:13,knooppunt,POINT (3.9329270920000567 51.828779300000065)
wandelknooppunten_vrij_wgs84.183,19,Goeree-Overflakkee,Zuid-Holland,177876,2019-11-21T09:10:13,knooppunt,POINT (4.346457814000075 51.67988157900004)
wandelknooppunten_vrij_wgs84.184,18,Goeree-Overflakkee,Zuid-Holland,177875,2019-11-21T09:10:13,knooppunt,POINT (4.3508285970000316 51.68463736700005)
wandelknooppunten_vrij_wgs84.185,11,Goeree-Overflakkee,Zuid-Holland,177874,2019-11-21T09:10:13,knooppunt,POINT (4.322409710000045 51.680627231000074)
wandelknooppunten_vrij_wgs84.186,82,Goeree-Overflakkee,Zuid-Holland,177873,2019-11-21T09:10:13,knooppunt,POINT (4.280550838000067 51.67724881700008)
wandelknooppunten_vrij_wgs84.187,71,Goeree-Overflakkee,Zuid-Holland,177871,2019-11-21T09:10:13,knooppunt,POINT (4.280935041000021 51.68742281400006)
wandelknooppunten_vrij_wgs84.188,72,Goeree-Overflakkee,Zuid-Holland,177870,2019-11-21T09:10:13,knooppunt,POINT (4.264157671000021 51.704082318000076)
wandelknooppunten_vrij_wgs84.189,44,Goeree-Overflakkee,Zuid-Holland,177869,2019-11-21T09:10:13,knooppunt,POINT (4.164261487000033 51.71446416200007)
wandelknooppunten_vrij_wgs84.190,34,Goeree-Overflakkee,Zuid-Holland,1576865,2021-07-06T15:21:48,knooppunt,POINT (4.14896578500003 51.71622232800007)
wandelknooppunten_vrij_wgs84.191,36,Goeree-Overflakkee,Zuid-Holland,177867,2019-11-21T09:10:13,knooppunt,POINT (4.198047674000065 51.75149008300008)
wandelknooppunten_vrij_wgs84.192,52,Goeree-Overflakkee,Zuid-Holland,177866,2019-11-21T09:10:13,knooppunt,POINT (4.214997992000065 51.73577293300008)
wandelknooppunten_vrij_wgs84.193,35,Goeree-Overflakkee,Zuid-Holland,177865,2019-11-21T09:10:13,knooppunt,POINT (4.159224168000037 51.727329189000045)
wandelknooppunten_vrij_wgs84.194,25,Goeree-Overflakkee,Zuid-Holland,177864,2019-11-21T09:10:13,knooppunt,POINT (4.146960203000049 51.73088891700007)
wandelknooppunten_vrij_wgs84.195,16,Goeree-Overflakkee,Zuid-Holland,177863,2019-11-21T09:10:13,knooppunt,POINT (4.119812286000069 51.76130858000005)
wandelknooppunten_vrij_wgs84.196,22,Goeree-Overflakkee,Zuid-Holland,177862,2019-11-21T09:10:13,knooppunt,POINT (4.151505309000072 51.76107266300005)
wandelknooppunten_vrij_wgs84.197,26,Goeree-Overflakkee,Zuid-Holland,177861,2019-11-21T09:10:13,knooppunt,POINT (4.179259860000059 51.756340022000074)
wandelknooppunten_vrij_wgs84.198,45,Goeree-Overflakkee,Zuid-Holland,177860,2019-11-21T09:10:13,knooppunt,POINT (4.229885283000044 51.74780555800004)
wandelknooppunten_vrij_wgs84.199,48,Goeree-Overflakkee,Zuid-Holland,177859,2019-11-21T09:10:13,knooppunt,POINT (4.180912401000057 51.692410894000034)
wandelknooppunten_vrij_wgs84.200,76,Goeree-Overflakkee,Zuid-Holland,177858,2019-11-21T09:10:13,knooppunt,POINT (4.076587687000028 51.74860308400008)
wandelknooppunten_vrij_wgs84.201,58,Goeree-Overflakkee,Zuid-Holland,177857,2019-11-21T09:10:13,knooppunt,POINT (4.023944954000058 51.801772596000035)
wandelknooppunten_vrij_wgs84.202,54,Goeree-Overflakkee,Zuid-Holland,177856,2019-11-21T09:10:13,knooppunt,POINT (4.007119067000076 51.82884966100005)
wandelknooppunten_vrij_wgs84.203,57,Goeree-Overflakkee,Zuid-Holland,177855,2019-11-21T09:10:13,knooppunt,POINT (3.991479029000061 51.819518638000034)
wandelknooppunten_vrij_wgs84.204,46,Goeree-Overflakkee,Zuid-Holland,177854,2019-11-21T09:10:13,knooppunt,POINT (3.982722208000041 51.81776038600003)
wandelknooppunten_vrij_wgs84.205,47,Goeree-Overflakkee,Zuid-Holland,177853,2019-11-21T09:10:13,knooppunt,POINT (3.965620958000045 51.81488060600003)
wandelknooppunten_vrij_wgs84.206,37,Goeree-Overflakkee,Zuid-Holland,177852,2019-11-21T09:10:13,knooppunt,POINT (3.955678315000057 51.81457394700004)
wandelknooppunten_vrij_wgs84.207,48,Goeree-Overflakkee,Zuid-Holland,177851,2019-11-21T09:10:13,knooppunt,POINT (3.9585638830000676 51.826155766000056)
wandelknooppunten_vrij_wgs84.208,49,Goeree-Overflakkee,Zuid-Holland,177850,2019-11-21T09:10:13,knooppunt,POINT (3.953854442000022 51.83078223600006)
wandelknooppunten_vrij_wgs84.209,45,Goeree-Overflakkee,Zuid-Holland,177849,2019-11-21T09:10:13,knooppunt,POINT (3.942979863000062 51.81993314700003)
wandelknooppunten_vrij_wgs84.210,38,Goeree-Overflakkee,Zuid-Holland,177848,2019-11-21T09:10:13,knooppunt,POINT (3.9427181090000545 51.81576145900004)
wandelknooppunten_vrij_wgs84.211,34,Goeree-Overflakkee,Zuid-Holland,177847,2019-11-21T09:10:13,knooppunt,POINT (3.9326241890000233 51.81213240000005)
wandelknooppunten_vrij_wgs84.212,39,Goeree-Overflakkee,Zuid-Holland,177846,2019-11-21T09:10:13,knooppunt,POINT (3.9352427890000286 51.80885742000004)
wandelknooppunten_vrij_wgs84.213,28,Goeree-Overflakkee,Zuid-Holland,177845,2019-11-21T09:10:13,knooppunt,POINT (3.9290104610000753 51.79871589600003)
wandelknooppunten_vrij_wgs84.214,29,Goeree-Overflakkee,Zuid-Holland,177844,2019-11-21T09:10:13,knooppunt,POINT (3.9192755370000327 51.79947632400007)
wandelknooppunten_vrij_wgs84.215,35,Goeree-Overflakkee,Zuid-Holland,177843,2019-11-21T09:10:13,knooppunt,POINT (3.915482002000033 51.811659090000035)
wandelknooppunten_vrij_wgs84.216,31,Goeree-Overflakkee,Zuid-Holland,177842,2019-11-21T09:10:13,knooppunt,POINT (3.9092950020000217 51.801942060000044)
wandelknooppunten_vrij_wgs84.217,32,Goeree-Overflakkee,Zuid-Holland,177841,2019-11-21T09:10:13,knooppunt,POINT (3.9031127620000348 51.80733888700007)
wandelknooppunten_vrij_wgs84.218,22,Goeree-Overflakkee,Zuid-Holland,1576863,2021-07-06T10:26:04,knooppunt,POINT (3.880504614000074 51.81074201300004)
wandelknooppunten_vrij_wgs84.219,33,Goeree-Overflakkee,Zuid-Holland,177839,2019-11-21T09:10:13,knooppunt,POINT (3.894141780000041 51.81208566500004)
wandelknooppunten_vrij_wgs84.220,23,Goeree-Overflakkee,Zuid-Holland,177838,2019-11-21T09:10:13,knooppunt,POINT (3.891001723000045 51.811346797000056)
wandelknooppunten_vrij_wgs84.221,19,Goeree-Overflakkee,Zuid-Holland,177837,2019-11-21T09:10:13,knooppunt,POINT (3.8861593790000484 51.80419355600003)
wandelknooppunten_vrij_wgs84.222,18,Goeree-Overflakkee,Zuid-Holland,177836,2019-11-21T09:10:13,knooppunt,POINT (3.8832996810000395 51.80260453100004)
wandelknooppunten_vrij_wgs84.223,17,Goeree-Overflakkee,Zuid-Holland,177835,2019-11-21T09:10:13,knooppunt,POINT (3.8729019220000396 51.79857229100003)
wandelknooppunten_vrij_wgs84.224,15,Goeree-Overflakkee,Zuid-Holland,177834,2019-11-21T09:10:13,knooppunt,POINT (3.8706089640000414 51.79888656000003)
wandelknooppunten_vrij_wgs84.225,47,Goeree-Overflakkee,Zuid-Holland,177833,2019-11-21T09:10:13,knooppunt,POINT (4.165915497000071 51.68656978100006)
wandelknooppunten_vrij_wgs84.226,58,Goeree-Overflakkee,Zuid-Holland,177832,2019-11-21T09:10:13,knooppunt,POINT (4.213311651000026 51.683023769000044)
wandelknooppunten_vrij_wgs84.227,22,Goeree-Overflakkee,Zuid-Holland,177831,2019-11-21T09:10:13,knooppunt,POINT (4.352719533000027 51.682134218000044)
wandelknooppunten_vrij_wgs84.228,21,Goeree-Overflakkee,Zuid-Holland,177830,2019-11-21T09:10:13,knooppunt,POINT (4.352478948000055 51.68350371900004)
wandelknooppunten_vrij_wgs84.229,64,Goeree-Overflakkee,Zuid-Holland,177829,2019-11-21T09:10:13,knooppunt,POINT (4.011859139000023 51.832948085000055)
wandelknooppunten_vrij_wgs84.230,25,Goeree-Overflakkee,Zuid-Holland,1576862,2021-07-06T10:25:07,knooppunt,POINT (3.8774682000000666 51.81726197200004)
wandelknooppunten_vrij_wgs84.231,62,Goeree-Overflakkee,Zuid-Holland,177827,2019-11-21T09:10:13,knooppunt,POINT (4.223892094000064 51.69711407600005)
wandelknooppunten_vrij_wgs84.232,11,Goeree-Overflakkee,Zuid-Holland,177826,2019-11-21T09:10:13,knooppunt,POINT (4.087226549000036 51.71030991400005)
wandelknooppunten_vrij_wgs84.233,13,Goeree-Overflakkee,Zuid-Holland,177825,2019-11-21T09:10:13,knooppunt,POINT (4.112600980000025 51.72515579000003)
wandelknooppunten_vrij_wgs84.234,14,Goeree-Overflakkee,Zuid-Holland,177824,2019-11-21T09:10:13,knooppunt,POINT (4.11323314200007 51.73103845800006)
wandelknooppunten_vrij_wgs84.235,17,Goeree-Overflakkee,Zuid-Holland,177823,2019-11-21T09:10:13,knooppunt,POINT (4.104125119000059 51.74923294700005)
wandelknooppunten_vrij_wgs84.236,53,Goeree-Overflakkee,Zuid-Holland,177822,2019-11-21T09:10:13,knooppunt,POINT (4.006291284000042 51.82928147700005)
wandelknooppunten_vrij_wgs84.237,38,Goeree-Overflakkee,Zuid-Holland,177821,2019-11-21T09:10:13,knooppunt,POINT (4.222446009000066 51.74779810200005)
wandelknooppunten_vrij_wgs84.238,37,Goeree-Overflakkee,Zuid-Holland,177820,2019-11-21T09:10:13,knooppunt,POINT (4.211433931000045 51.754289619000076)
wandelknooppunten_vrij_wgs84.239,27,Goeree-Overflakkee,Zuid-Holland,177819,2019-11-21T09:10:13,knooppunt,POINT (4.165760300000045 51.75994633800008)
wandelknooppunten_vrij_wgs84.240,23,Goeree-Overflakkee,Zuid-Holland,177818,2019-11-21T09:10:13,knooppunt,POINT (4.147504186000049 51.77158338000004)
wandelknooppunten_vrij_wgs84.241,28,Goeree-Overflakkee,Zuid-Holland,177817,2019-11-21T09:10:13,knooppunt,POINT (4.1825430300000335 51.77003319900007)
wandelknooppunten_vrij_wgs84.242,46,Goeree-Overflakkee,Zuid-Holland,177816,2019-11-21T09:10:13,knooppunt,POINT (4.235170926000023 51.74795453200005)
wandelknooppunten_vrij_wgs84.243,77,Goeree-Overflakkee,Zuid-Holland,177815,2019-11-21T09:10:13,knooppunt,POINT (4.285977376000062 51.71067148900005)
wandelknooppunten_vrij_wgs84.244,76,Goeree-Overflakkee,Zuid-Holland,1829639,2022-02-14T08:19:41,knooppunt,POINT (4.280381901000055 51.71788158900006)
wandelknooppunten_vrij_wgs84.245,87,Goeree-Overflakkee,Zuid-Holland,177813,2019-11-21T09:10:13,knooppunt,POINT (4.311260515000072 51.70432326800005)
wandelknooppunten_vrij_wgs84.246,16,Goeree-Overflakkee,Zuid-Holland,177812,2019-11-21T09:10:13,knooppunt,POINT (4.3281897070000355 51.70126645200003)
wandelknooppunten_vrij_wgs84.247,12,Goeree-Overflakkee,Zuid-Holland,177811,2019-11-21T09:10:13,knooppunt,POINT (4.320623653000041 51.68113396600006)
wandelknooppunten_vrij_wgs84.248,89,Goeree-Overflakkee,Zuid-Holland,177810,2019-11-21T09:10:13,knooppunt,POINT (4.306665269000064 51.68525312600008)
wandelknooppunten_vrij_wgs84.249,80,Goeree-Overflakkee,Zuid-Holland,177809,2019-11-21T09:10:13,knooppunt,POINT (4.296422592000056 51.69453006700007)
wandelknooppunten_vrij_wgs84.250,79,Goeree-Overflakkee,Zuid-Holland,177808,2019-11-21T09:10:13,knooppunt,POINT (4.074568229000022 51.773215718000074)
wandelknooppunten_vrij_wgs84.251,77,Goeree-Overflakkee,Zuid-Holland,177807,2019-11-21T09:10:13,knooppunt,POINT (4.065120069000045 51.77058996200003)
wandelknooppunten_vrij_wgs84.252,69,Goeree-Overflakkee,Zuid-Holland,177806,2019-11-21T09:10:13,knooppunt,POINT (4.0722972450000725 51.79258185600003)
wandelknooppunten_vrij_wgs84.253,78,Goeree-Overflakkee,Zuid-Holland,1576864,2021-07-06T15:17:24,knooppunt,POINT (4.113215543000024 51.78432663600006)
wandelknooppunten_vrij_wgs84.254,33,Goeree-Overflakkee,Zuid-Holland,177804,2019-11-21T09:10:13,knooppunt,POINT (4.136582846000067 51.71287479700004)
wandelknooppunten_vrij_wgs84.255,24,Goeree-Overflakkee,Zuid-Holland,177803,2019-11-21T09:10:13,knooppunt,POINT (4.115653044000055 51.71347455800003)
wandelknooppunten_vrij_wgs84.256,89,Goeree-Overflakkee,Zuid-Holland,177802,2019-11-21T09:10:13,knooppunt,POINT (4.086193327000046 51.70909608200003)
wandelknooppunten_vrij_wgs84.257,61,Goeree-Overflakkee,Zuid-Holland,177801,2019-11-21T09:10:13,knooppunt,POINT (4.026728546000072 51.808513782000034)
wandelknooppunten_vrij_wgs84.258,65,Goeree-Overflakkee,Zuid-Holland,177800,2019-11-21T09:10:13,knooppunt,POINT (4.031212124000035 51.805780285000026)
wandelknooppunten_vrij_wgs84.259,21,Goeree-Overflakkee,Zuid-Holland,177799,2019-11-21T09:10:13,knooppunt,POINT (4.1523205360000475 51.75853625700006)
wandelknooppunten_vrij_wgs84.260,87,Goeree-Overflakkee,Zuid-Holland,177798,2019-11-21T09:10:13,knooppunt,POINT (4.114949962000026 51.78305119200007)
wandelknooppunten_vrij_wgs84.261,83,Goeree-Overflakkee,Zuid-Holland,177797,2019-11-21T09:10:13,knooppunt,POINT (4.287850859000059 51.67825031000007)
wandelknooppunten_vrij_wgs84.262,85,Goeree-Overflakkee,Zuid-Holland,177796,2019-11-21T09:10:13,knooppunt,POINT (4.1036827120000225 51.75076650400007)
wandelknooppunten_vrij_wgs84.263,86,Goeree-Overflakkee,Zuid-Holland,177795,2019-11-21T09:10:13,knooppunt,POINT (4.105396066000026 51.75551051300005)
wandelknooppunten_vrij_wgs84.264,15,Goeree-Overflakkee,Zuid-Holland,177794,2019-11-21T09:10:13,knooppunt,POINT (4.122647517000075 51.76075751600007)
wandelknooppunten_vrij_wgs84.265,18,Goeree-Overflakkee,Zuid-Holland,177793,2019-11-21T09:10:13,knooppunt,POINT (4.1442795780000665 51.75881424000005)
wandelknooppunten_vrij_wgs84.266,19,Goeree-Overflakkee,Zuid-Holland,177792,2019-11-21T09:10:13,knooppunt,POINT (4.146783366000022 51.75863506600007)
wandelknooppunten_vrij_wgs84.267,63,Goeree-Overflakkee,Zuid-Holland,177791,2019-11-21T09:10:13,knooppunt,POINT (4.23247905900007 51.69752436300007)
wandelknooppunten_vrij_wgs84.268,73,Goeree-Overflakkee,Zuid-Holland,177790,2019-11-21T09:10:13,knooppunt,POINT (4.259292644000027 51.701661527000056)
wandelknooppunten_vrij_wgs84.269,64,Goeree-Overflakkee,Zuid-Holland,177789,2019-11-21T09:10:13,knooppunt,POINT (4.235202169000047 51.717106863000026)
wandelknooppunten_vrij_wgs84.270,65,Goeree-Overflakkee,Zuid-Holland,177788,2019-11-21T09:10:13,knooppunt,POINT (4.259421952000025 51.718836270000054)
wandelknooppunten_vrij_wgs84.271,57,Goeree-Overflakkee,Zuid-Holland,177787,2019-11-21T09:10:13,knooppunt,POINT (4.242663963000041 51.73862437100007)
wandelknooppunten_vrij_wgs84.272,56,Goeree-Overflakkee,Zuid-Holland,177786,2019-11-21T09:10:13,knooppunt,POINT (4.223546863000024 51.720414402000074)
wandelknooppunten_vrij_wgs84.273,55,Goeree-Overflakkee,Zuid-Holland,177785,2019-11-21T09:10:13,knooppunt,POINT (4.20816843700004 51.717933498000036)
wandelknooppunten_vrij_wgs84.274,54,Goeree-Overflakkee,Zuid-Holland,177784,2019-11-21T09:10:13,knooppunt,POINT (4.21668827700006 51.707927203000054)
wandelknooppunten_vrij_wgs84.275,15,Goeree-Overflakkee,Zuid-Holland,177783,2019-11-21T09:10:13,knooppunt,POINT (4.33623792700007 51.698422106000066)
wandelknooppunten_vrij_wgs84.276,14,Goeree-Overflakkee,Zuid-Holland,177782,2019-11-21T09:10:13,knooppunt,POINT (4.326842097000053 51.68893168100004)
wandelknooppunten_vrij_wgs84.277,23,Goeree-Overflakkee,Zuid-Holland,177781,2019-11-21T09:10:13,knooppunt,POINT (4.356398754000054 51.68227279400003)
wandelknooppunten_vrij_wgs84.278,39,Goeree-Overflakkee,Zuid-Holland,177780,2019-11-21T09:10:13,knooppunt,POINT (4.159619292000059 51.693083209000065)
wandelknooppunten_vrij_wgs84.279,53,Goeree-Overflakkee,Zuid-Holland,177779,2019-11-21T09:10:13,knooppunt,POINT (4.212657179000075 51.689160652000055)
wandelknooppunten_vrij_wgs84.280,49,Goeree-Overflakkee,Zuid-Holland,177778,2019-11-21T09:10:13,knooppunt,POINT (4.1715627060000315 51.71116315900008)
wandelknooppunten_vrij_wgs84.281,42,Goeree-Overflakkee,Zuid-Holland,177777,2019-11-21T09:10:13,knooppunt,POINT (4.166624151000065 51.712595005000026)
wandelknooppunten_vrij_wgs84.282,31,Goeree-Overflakkee,Zuid-Holland,177776,2019-11-21T09:10:13,knooppunt,POINT (4.128192606000027 51.70675840800004)
wandelknooppunten_vrij_wgs84.283,61,Goeree-Overflakkee,Zuid-Holland,177775,2019-11-21T09:10:13,knooppunt,POINT (4.224107677000063 51.68954910800005)
wandelknooppunten_vrij_wgs84.284,59,Goeree-Overflakkee,Zuid-Holland,177774,2019-11-21T09:10:13,knooppunt,POINT (4.2252947360000235 51.68377602500004)
wandelknooppunten_vrij_wgs84.285,69,Goeree-Overflakkee,Zuid-Holland,177772,2019-11-21T09:10:13,knooppunt,POINT (4.279921057000024 51.67914122800005)
wandelknooppunten_vrij_wgs84.286,81,Goeree-Overflakkee,Zuid-Holland,177771,2019-11-21T09:10:13,knooppunt,POINT (4.298747485000035 51.661060227000064)
wandelknooppunten_vrij_wgs84.287,79,Goeree-Overflakkee,Zuid-Holland,1399110,2021-01-11T15:09:44,knooppunt,POINT (4.311400279000054 51.661313644000074)
wandelknooppunten_vrij_wgs84.288,51,Goeree-Overflakkee,Zuid-Holland,177768,2019-11-21T09:10:13,knooppunt,POINT (4.212959407000028 51.68925053500004)
wandelknooppunten_vrij_wgs84.289,74,Goeree-Overflakkee,Zuid-Holland,177767,2019-11-21T09:10:13,knooppunt,POINT (4.05452869100003 51.749192839000045)
wandelknooppunten_vrij_wgs84.290,81,Goeree-Overflakkee,Zuid-Holland,177766,2019-11-21T09:10:13,knooppunt,POINT (4.060339131000035 51.72826780100007)
wandelknooppunten_vrij_wgs84.291,82,Goeree-Overflakkee,Zuid-Holland,177765,2019-11-21T09:10:13,knooppunt,POINT (4.063031591000026 51.72727307300005)
wandelknooppunten_vrij_wgs84.292,84,Goeree-Overflakkee,Zuid-Holland,177764,2019-11-21T09:10:13,knooppunt,POINT (4.083035178000046 51.73925445700007)
wandelknooppunten_vrij_wgs84.293,72,Goeree-Overflakkee,Zuid-Holland,177763,2019-11-21T09:10:13,knooppunt,POINT (4.05386341600007 51.784546341000066)
wandelknooppunten_vrij_wgs84.294,75,Goeree-Overflakkee,Zuid-Holland,177762,2019-11-21T09:10:13,knooppunt,POINT (4.052538724000044 51.777741183000046)
wandelknooppunten_vrij_wgs84.295,73,Goeree-Overflakkee,Zuid-Holland,177761,2019-11-21T09:10:13,knooppunt,POINT (4.04054145300006 51.76574132200005)
wandelknooppunten_vrij_wgs84.296,71,Goeree-Overflakkee,Zuid-Holland,177760,2019-11-21T09:10:13,knooppunt,POINT (4.0399870560000295 51.763823262000074)
wandelknooppunten_vrij_wgs84.297,66,Goeree-Overflakkee,Zuid-Holland,177759,2019-11-21T09:10:13,knooppunt,POINT (4.034605307000049 51.76996715000007)
wandelknooppunten_vrij_wgs84.298,64,Goeree-Overflakkee,Zuid-Holland,177758,2019-11-21T09:10:13,knooppunt,POINT (4.038583981000045 51.776876317000074)
wandelknooppunten_vrij_wgs84.299,50,Goeree-Overflakkee,Zuid-Holland,177757,2019-11-21T09:10:13,knooppunt,POINT (3.977965650000044 51.836749101000066)
wandelknooppunten_vrij_wgs84.300,63,Goeree-Overflakkee,Zuid-Holland,177756,2019-11-21T09:10:13,knooppunt,POINT (4.018012623000061 51.81378482500003)
wandelknooppunten_vrij_wgs84.301,62,Goeree-Overflakkee,Zuid-Holland,177755,2019-11-21T09:10:13,knooppunt,POINT (4.022971073000065 51.810952857000075)
